product_url,product_name,product_price,ratings,number_of_reviews,description,product_description,asin,manufacturer
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A08365461LG6W7L6VT0KI&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDGZR3%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583838%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26psc%3D1%26smid%3DAGHKR430JFM4U&qualifier=1653583838&id=4924644341691996&widgetName=sp_btf,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Red),"₹1,199",4.3 out of 5 stars,"6,208","[['Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,'], ['Water Resistant; 2 compartments and 6 pockets Backpack with glossy finis'], ['Separate laptop compartment'], ['Internal compartments with organizer pockets and internal divider for organization'], ['Closure Type: Zipper Snap; Pocket Description: Utility Pocket; Age Range Description: Adult']]",,,
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A053805836M7AEWC91DO&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JXC2L4%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583841%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26psc%3D1&qualifier=1653583841&id=8412525116766923&widgetName=sp_atf_next,Multipurpose Backpack Bag - Cosmus Madison 33L waterproof Bag With laptop compartment,"₹1,375",4.2 out of 5 stars,"1,967","[['Large multi-compartment backpack with a padded sleeve for laptops Holds up to 15 inches Laptop'], ['Made in India. Water Resistance PU Coated Durable Fabric with padded back section for comfortable carry; Number of compartments: 2; Number of pockets:2 with 2 Side mash pocket'], ['Front Organizer compartments for pens keys and cell phone; Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms'], ['Style Name: Daypack Backpacks; Age Range Description: Kid; Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper; Lining Description: Polyurethane'], ['Age Range Description: Kid; Pocket Description: Utility Pocket; Pattern Name: Solid; Style Name: Daypack Backpacks; Closure Type: Zipper; Lining Description: Polyurethane']]"," Large multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches Laptop ",B078JXC2L4,Cosmus
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A07763943DI74KVSPABQM&url=%2FCosmus-Tuxer-Laptop-Backpack-Compartments%2Fdp%2FB09HCH6TP5%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583841%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26psc%3D1&qualifier=1653583841&id=8412525116766923&widgetName=sp_atf_next,Cosmus Tuxer 38L Large Laptop Backpack With 3 Compartments,"₹1,656",4.1 out of 5 stars,102,"[['3 Large Compartments + 1 Easy access front Pocket with organizer section & 2 mesh side pocket'], ['Outer Fabric: Durable PU coated Polyester Fabric. Inner Fabric: Strong PU coated polyester fabtic'], ['Well cushioned Laptop compartment for upto 15.6 inch Laptop, and spacious enagh to carry for two days cloths'], ['Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD)'], ['Warranty: 1 year Warranty against manufacturing defects.']]",,B09HCH6TP5,COSMUS BAGS PVT.LTD.
https://www.amazon.in/Hi-Guys-Waterproof-Backpack-College-Students/dp/B096MLPBKK/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-83,"Hi-Guys Men's and Women's 35 L Waterproof Casual Laptop Backpack with Rain Cover (Black, 18 Inch)",₹449,3.9 out of 5 stars,96,"[['1) “COMPATIBLE WITH 15.6 INCH LAPTOP”: The HI GUYS Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g.; 2) “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items.'], ['3) ""CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.'], ['4) “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.'], ['5) ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.'], ['Age Range Description: Adult; Pattern Name: Solid; Special Features: Bottle Holder']]",,B096MLPBKK,
https://www.amazon.in/POLE-STAR-Casual-Backpack-bagpack/dp/B074G3TJYF/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-84,"POLESTAR Hero 32 L Casual/ School/ College/ Day light weight Backpack, made with polyester, 1 year warranty - Slogan print",₹569,3.9 out of 5 stars,"14,841","[['✅DIMENSIONS: 32 Cm x 24 Cm x 45 Cm, CAPACITY: 32 Litres'], ['✅NUMBER OF COMPARTMENTS: 2 full size compartments, 1 front zippers & 1 side pocket'], ['✅MATERIAL: Polyester, COLOR: Navy & Sky Blue'], ['✅SPECIAL FEATURES: Ergonomic design, lightweight, padded back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, 1 bottle/ umbrella easy access pockets, 1 front stationary pockets'], ['✅CONSUMER: Suitable for students, boys & girls, can be used as school, college or day travelling backpacks, WARRANTY: 12 Months, Make in India product']]",,B074G3TJYF,No
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-85,"Bennett™ Mystic 15.6 inch Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Charcoal Black)",₹512,4.1 out of 5 stars,"1,727","[['High quality Material: The outside of this laptop bag is made of high quality water Repellent Fabric, high well-pad soft fleece inside,comfortable touch, provide 360°protection for your laptop and various device.'], ['Multifunctional lightweight Laptop Sleeve: 2-way to carry: provide a removable shoulder strap,can be use as shoulder bag or handbag base on your need;Hideable handle strap,when hide it, easier to slide to your backpack as a inner bag.It will be a good partner for your daily use or business trip.'], ['Excellent Detail: Use Exquisite zipper,all stress points have been strengthened, make sure the bag does not fall apart when carrying heavy goods.'], ['External Dimensions: 16 x 12 x 3 inch;Internal Dimensions: 16.5 x 11.5 x 2.5 inch.Suitable for 17-17.3 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement).'], [""BENNETT Warranty : Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.""]]",,,
https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-86,HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black),"₹1,022",4.2 out of 5 stars,457,"[['Material: Nylon, Inner Material: Polyester, Capacity: 35 Liters, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,'], ['2 compartments and 6 pockets Backpack with glossy finis; Separate laptop compartment'], ['Internal compartments with organizer pockets and internal divider for organization'], ['Style Name: Travel Backpacks; Closure Type: Zipper'], ['Closure Type: Zipper; Style Name: Travel Backpacks']]",,B09B7KC93T,A. H. Creation
https://www.amazon.in/Northzone-Polyester-School-Backpack-Compartment/dp/B08679WRLW/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-87,Northzone Laptop Bag/College Bag/School Bag/Office Bag/Waterproof Bag/Travel Bag/Casual Backpack/Trending Backpack (Black1) 40L Backpack,₹593,4.0 out of 5 stars,"2,876","[['Casual Backpack with Laptop Compartment'], ['Colour- Black'], ['Material- Polyester'], ['Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper'], ['Pattern Name: Solid; Closure Type: Zipper; Pocket Description: Utility Pocket']]",,B08679WRLW,
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-88,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹349,4.2 out of 5 stars,"2,699","[['Made of multi-coated 600D polyester Material ; Water Repellent'], ['Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters'], ['Small Size backpack; Laptop Compatibility: No'], ['This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more'], ['With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books'], ['6 months limited warranty']]",,,
https://www.amazon.in/Motherly-Diaper-Mothers-Multipurpose-Maternity/dp/B09W5Q73DG/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-89,"Motherly Baby Diaper Bags for Mothers, Multipurpose Maternity Bag for Mom for Travel","₹1,699",4.6 out of 5 stars,31,"[['WEIGHT, MEASUREMENT, AND FABRIC: The bag weighs 680 grams and measures 40 cm x 26 cm x 16 cm. It is made of waterproof Oxford Fabric.'], ['POCKET SYSTEM: Total 13 well-sized pockets for accessible storage & organizing. The 3 insulated milk bottle pockets can accommodate any bottle up to 20 cm in height. There are 2 dry & wet sections for separating soiled clothes from dry ones, 1 in the front and 1 at the back.Anti-theft back pocket keeps your phone, notepads, tabs, etc.'], [""CONVENIENT FEATURES: Top & back openings for 2-way-accessibility so that you don't have to first take out everything to reach to a thing that is placed at the bottom. Key chain clip provides for a hassle free search of your keys anytime! The D-rings can be attached to your stroller hook and you can enjoy a hands-free walk. A 6.5-cm wide mesh cushioned back straps for irritation free 3-way carrying (adjustable).""], ['CARE INSTRUCTION: Hand wipe with a damp cloth. Use a mild cleanser. Do not bleach. Do not iron.']]",,B09W5Q73DG,
https://www.amazon.in/Collection-Backpack-Toddler-Girlfriend-Birthday/dp/B09CTD98LR/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-90,Raj Collection Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Pink Minnie) or Girlfriend/Birthday Gift/Boy/Girl,₹199,3.2 out of 5 stars,21,[['Target gender: unisex']],,B09CTD98LR,
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A02253582WNSS9G6K61KQ&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583841%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26psc%3D1&qualifier=1653583841&id=8412525116766923&widgetName=sp_mtf,HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black),"₹1,022",4.2 out of 5 stars,457,"[['Material: Nylon, Inner Material: Polyester, Capacity: 35 Liters, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,'], ['2 compartments and 6 pockets Backpack with glossy finis; Separate laptop compartment'], ['Internal compartments with organizer pockets and internal divider for organization'], ['Style Name: Travel Backpacks; Closure Type: Zipper'], ['Closure Type: Zipper; Style Name: Travel Backpacks']]",,B09B7KC93T,A. H. Creation
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A10218981NC3HAYV5E7NU&url=%2FLunars-Laptop-Office-Water-Resistant%2Fdp%2FB09MF6RY9J%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583841%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26psc%3D1&qualifier=1653583841&id=8412525116766923&widgetName=sp_mtf,Lunar's 45 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,₹899,4.1 out of 5 stars,42,"[['★WATER RESISTANT WITH 1 YEAR WARRANTY - Stylish and durable unisex travel laptop backpack that is your perfect travel partner. Size: 19 inch X 13 inch X 11 inch. Capacity : 45 liters. Backpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects'], ['★MADE IN INDIA - This “MAKE IN INDIA” Product features 3 large zippered compartments, 1 zip pocket at front, 1 side pocket, 1 side bottle pocket'], ['★PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop sleeve with holder to secure upto 15.6"" Laptops. Compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft'], ['★1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defect'], ['★BEST BACK SUPPORT - We have designed the bag keeping your comfort in mind. There are 2 side load compression straps help to adjust the size of bag. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag']]",,B09MF6RY9J,"Akshaya Rubbers, Hebbal Industrial Area, Mysore"
https://www.amazon.in/Motherly-Diaper-Mothers-Backpack-Travel/dp/B09W2JP5BC/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-93,"Motherly Baby Diaper Bags for Mothers, Backpack for Mom for Travel","₹1,399",4.5 out of 5 stars,20,"[['Capacity: 19 liters, Weight: 620 gm.'], ['Material: Waterproof Oxford Fabric.'], ['Pocketing system: Total 12 well-sized pockets for accessible storage & organizing.'], ['Other thoughtful provisions: Dry & wet section at the back for separating soiled clothes from dry ones. Anti-theft back pocket for the safety of your phone, notepads, tabs, etc. Top & back openings for 2-way-reachability. Key chain clip to find your key in a hassle free manner. D-rings to attach to the stroller through stroller hooks so that your hands are free always for your kid.'], ['Care instructions: Hand wipe with a damp cloth. Use a mild cleanser. Do not bleach. Do not iron.']]",,B09W2JP5BC,
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-94,"Bennett™ Mystic 15.6 inch Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Grey)",₹512,4.1 out of 5 stars,"1,727","[['High quality Material: The outside of this laptop bag is made of high quality water Repellent Fabric, high well-pad soft fleece inside,comfortable touch, provide 360°protection for your laptop and various device.'], ['Multifunctional lightweight Laptop Sleeve: 2-way to carry: provide a removable shoulder strap,can be use as shoulder bag or handbag base on your need;Hideable handle strap,when hide it, easier to slide to your backpack as a inner bag.It will be a good partner for your daily use or business trip.'], ['Excellent Detail: Use Exquisite zipper,all stress points have been strengthened, make sure the bag does not fall apart when carrying heavy goods.'], ['External Dimensions: 16 x 12 x 3 inch；Internal Dimensions: 16.5 x 11.5 x 2.5 inch.Suitable for 17-17.3 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement).'], [""BENNETT Warranty : Exchange within （3 months） if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.""]]",,,
https://www.amazon.in/WILDCRAFT-Maestro-Plus-Black-Coated/dp/B07GNGG435/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-95,WILDCRAFT Maestro Plus Black Coated,"₹2,380",4.2 out of 5 stars,84,"[['Maestro Plus'], ['Black Coated'], ['Durably built']]",,,
https://www.amazon.in/Dell-Essential-Backpack-15-ES1520P/dp/B07TTCXHRH/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-96,Dell Essential Backpack 15 (ES1520P),₹980,4.0 out of 5 stars,"3,555","[['Product Type: Notebook carrying backpack'], ['Features: Water bottle holder, water resistant, zippered front pocket, reflective elements, foam padded laptop compartment'], ['Carrying Strap: Hand grip, shoulder carrying straps'], ['Closure Typ: Zipper'], ['Capacity: 20 litres']]",,,
https://www.amazon.in/DIXON-Synthetic-Shoulder-Deatachable-Slingbag/dp/B08ZNC3JM9/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-97,DIXON Synthetic Leather Casual Travel Chain Shoulder Deatachable Slingbag For Women,₹359,4.1 out of 5 stars,"1,023","[['MATERIAL: We use the soft high quality PU leather with heavy golden chain sling bag for women for this bag, soft, comfortable, safe, fashionable, it is design to all ladies sling bag sling bags for women bags for women stylish and slim bag for women'], [""This handbag is in a classy cream that's sure to turn heads wherever you go. The versatile design can be carried to both formal and casual occasions. Its sturdy build and elegant design make it a true workhorse for the working woman.""], ['1 Roomy space with 1 main compartment sections and one zipper pocket which Comfortably holds your Phone, wallet, cosmetic, power bank, water bottle.'], ['Fashion City shoulder bag for daily and travel use. Perfect for dating, shopping, working, traveling, vacation, party and other occasions. Because of its good color it can go with pretty much any outfit you can think of, or pair with.; Care Instructions: Do Not Expose To Extreme Heat. Clean With A Soft Moist Cloth. Keep The Bag Stuffed When Not In Use To Avoid Wrinkle; Inner Material Type: Nylon; Outer Material Type: Synthetic'], ['Age Range Description: Adult']]",,B08ZNC3JM9,Dixon
https://www.amazon.in/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-98,"POLESTAR Noble 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty",₹639.20,4.0 out of 5 stars,"15,125","[['✅DIMENSIONS: 31 Cm x 22 Cm x 45 Cm, CAPACITY: 32 Litres'], ['✅NUMBER OF COMPARTMENTS: 3 full size compartments & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches'], ['✅MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue'], ['✅SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable straps, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets'], ['✅CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product']]",,B07PQQ8M7B,No
https://www.amazon.in/Envias-Leatherette-Womens-Ladies-Green_EVS-122/dp/B08X67XD78/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-99,Envias Leatherette Side Sling Bags For Women's Ladies (Green_EVS-122),₹439,4.0 out of 5 stars,"1,288","[['Leatherette material Green colored Sling bag; Product Dimensions In CM - Length 21.34, Width 6.86, Height 13.97'], ['One Main compartment with One inner Pocket.; Closure Type: Twist Lock'], ['About Envias Bags: We are SEDEX Certified manufacturer of handbags. offering best and latest designs of Handbags.'], ['Inner Material Type: Cotton; Included Components: 1 Sling Bag'], ['Outer Material Type: Polyurethane']]",,B08X67XD78,No
https://www.amazon.in/ShopyVid%C2%AE-Leather-Stylish-Trending-Backpack/dp/B08336HQ18/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1653583841&sprefix=ba%2Caps%2C283&sr=8-100,ShopyVid ® Women's PU Leather Stylish and Trending Backpack for College Office Travel Purse (Black),₹353,3.8 out of 5 stars,"1,194","[['Closure: Zipper Snap'], ['❤️ Perfection: A perfect pick for daily use, this Polester Trending Backpack can securely be used to carry mobile phone, cards, cosmetics, iPad, umbrella and other daily essential things in a safe, secure and arranged manner. No matter wherever you are heading to, it can be your companion for every hour of need.'], ['❤️ Stylish & Fashionable: This bag is designed for modern fashion-conscious individuals who desire style along with functionality. It is a perfect mid-sized bag to carry all the daily essentials while using it as a fashion daypack, mini travel bag, college backpack etc.'], ['❤️ Product Material: It is made using the finest grade Polyester inner fabric to ensure durability at its best. Besides, it has sturdy, non-slip, and comfortable top loop handle as well as adjustable straps at its back to ensure you look cool everywhere - be it shopping, traveling, work or date.'], ['❤️ Bag Compartments: This stylish shoulder carry backpack contain 1 large main zippered compartments, 1 front Pocket and 1 inner pocket and mobile pocket to carry anything and everything you want in a secure and arranged manner that fits into this premium backpack.'], ['❤️ Size: Height is 31CM and Width is 24CM. Please Note: 1. All sizes are manually measured. The margin of error is 1 cm. 2. Little smell is normal. Open it and put it in a ventilated environment for few days, the smell will disappear. 3. Due to different camera, light environment and display, the physical color will be a little different from pictures.']]",,B08336HQ18,
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A04813672OYR96C0FWHTM&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07BVK6WDZ%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583841%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26psc%3D1&qualifier=1653583841&id=8412525116766923&widgetName=sp_btf,Killer Derby 38L Large Laptop Backpack With 2 Compartments Polyester Travel Backpack,"₹1,729",4.4 out of 5 stars,"4,239","[['2 Large Compartments, 2 Easy access vertical front Pocket with organizer section & 2 mesh side pocket'], ['Outer Fabric: Durable PU coated Polyester Fabric, inner abric: Strong PU coated polyester fabtic'], ['Well cushioned Laptop compartment for upto 15.6 inch Laptop and spacious enough to carry for two days cloths'], ['Weight: 800gm'], ['Dimensions:47.62 X 34 X 24.13 LWH']]",,B07BVK6WDZ,No
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A04580513I5NOM53OLNHG&url=%2FCLOWNFISH-litres-Polyester-Outdoor-Backpack%2Fdp%2FB085C8DDB7%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583841%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26psc%3D1&qualifier=1653583841&id=8412525116766923&widgetName=sp_btf,The Clownfish 16 Litres Unisex Polyester Outdoor Travel Laptop Backpack fits 15.6 inch laptop,"₹2,499",3.9 out of 5 stars,83,"[['? PREMIUM MATERIAL: This multifunctional bag is made of high quality Water Repellent polyester material in black color to protect your goods from water. For the inner lining, soft feel premium quality polyester is used. The hardware such as strengthened hooks, zippers and buckles used are wear resistant, smooth, of premium quality and durable.'], ['? LARGE CAPACITY : Comes with 2 compartments with one separate cushioned laptop sleeve to hold 15. 6 inch Laptop. Additional front zipper pockets with an organiser to store magazine, pens, key,music, cosmetic, pen, charger, powerbank, cable etc. Side pockets for water bottles,umbrella. Back hidden anti theft pocket can hold your wallet,phone,etc'], [""? USB FEATURE : With a built in USB charger outside and a built in charging cable ,this usb bag offers you a more convenient way to charge your electronic device anywhere. This backpack doesn't power itself,you need a power bank to charge it""], ['? TROLLEY STRAP & CONVENIENCE : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling. Comfortable airflow back ergonomics design with soft padding, gives you maximum back support. Breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on.; ? ONE YEAR WARRANTY: 1-year warranty on this bag against any manufacturing defects. Just keep your invoice safe.'], ['Theme: Sports']]",,B085C8DDB7,Bange
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A08463571AY5ZZFUOMGHK&url=%2FSafari-Boombox-Backpack-Bluetooth-Speakers%2Fdp%2FB093TCW74C%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26psc%3D1&qualifier=1653583843&id=5788686094423363&widgetName=sp_atf_next,"Safari Boombox Backpack with Bluetooth Speakers, Blue","₹3,795",4.3 out of 5 stars,3,"[['Laptop Compartment: Padded laptop compartment fits up to 17” laptop'], ['Strategically padded mesh back panel and shoulder straps for extra comfort'], ['Good for the beach, picnics, camping, parties, raves, festivals or school. GREAT for bachelor party gifts & bachelorette party gifts.'], ['Bluetooth speakers so you can jam to your music with your friends']]",,B093TCW74C,Safari Industries
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A040679614QACB8FWXH4R&url=%2FCOSMUS-Polyester-Black-Laptop-Backpack%2Fdp%2FB01FU4B9JG%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653583843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26psc%3D1&qualifier=1653583843&id=5788686094423363&widgetName=sp_atf_next,Cosmus Darwin 29 litres Office Backpack - Sleek Everyday use Backpack - Black,"₹1,333",4.3 out of 5 stars,"9,225","[['2 Large Compartments + 2 Easy access front Pocket with organizersection & 2 mesh side pocket'], ['Made in India. Outer Fabric: Durable PU coated water resistance Polyester Fabric.'], ['Well cushioned Laptop compartment for upto 15.6 inch Laptop'], ['Weight: 780gm; Dimensions: 14 x 18 x 7 inches (WxHxD)'], ['Warranty: 1 year Warranty against manufacturing defects.']]",,,
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054696/dp/B012D518O6/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1653583843&sprefix=ba%2Caps%2C283&sr=8-99,Wildcraft Turnaround Polyester 35 Ltrs Black Laptop Bag (8903338054696),"₹1,625",4.2 out of 5 stars,337,"[['Outer Material: Polyester, Color: Black'], ['Water Resistance: Water resistant; Dimensions: 39 cms x 19 cms x 51 cms (LxWxH)'], ['Capacity: 28 liters; Dimensions: 37 cms x 19 cms x 52 cms (LxWxH)'], ['Number of compartments: 2'], ['Laptop Compatibility: Yes, Size: 16 inches'], ['Light Weight'], ['Durable'], ['Padded Shoulders'], ['Warranty Type: Manufacturer; 5 years domestic warranty']]",,B012D518O6,No
